Codigo_Item,Descripcion_Item
A064,ABSCESO AMEBIANO DEL HIGADO
A065,ABSCESO AMEBIANO DEL PULMON (J99.8*)
A066,ABSCESO AMEBIANO DEL CEREBRO (G07*)
A067,AMEBIASIS CUTANEA
A068,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES
A069,AMEBIASIS, NO ESPECIFICADA
A070,BALANTIDIASIS
A071,GIARDIASIS [LAMBLIASIS]
A072,CRIPTOSPORIDIOSIS
A073,ISOSPORIASIS
A078,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS
A079,ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA
A0793,COLITIS
A080,ENTERITIS DEBIDA A ROTAVIRUS
A081,GASTROENTEROPATIA AGUDA DEBIDA AL AGENTE DE NORWALK
A082,ENTERITIS DEBIDA A ADENOVIRUS
A083,OTRAS ENTERITIS VIRALES
A084,INFECCION INTESTINAL VIRAL, SIN OTRA ESPECIFICACION
A085,OTRAS INFECCIONES INTESTINALES ESPECIFICADAS
A090,OTRAS GASTROENTERITIS Y COLITIS NO ESPECIFICADAS DE ORIGEN INFECCIOSO
A099,GASTROENTERITIS Y COLITIS DE ORIGEN NO ESPECIFICADA
A09X,INFECCIONES INTESTINALES DEBIDAS A OTROS ORGANISMOS SIN ESPECIFICAR
A09X0,DIARREA ACUOSA INCLUYE COLITIS, ENTERITIS, GENTEROCOLITIS, GASTROENTERITIS, GASTROENTERO
A09X1,ENFERMEDAD DIARREICA ACUOSA SIN DESHIDRATACION
A09X2,ENFERMEDAD DIARREICA ACUOSA CON DESHIDRATACION
A09X3,ENFERMEDAD DIARREICA ACUOSA CON DESHIDRATACION CON SHOCK
A09X4,ENFERMEDAD DIARREICA DISENTERICA SIN DESHIDRATACION
A09X5,ENFERMEDAD DIARREICA DISENTERICA CON DESHIDRATACION
A09X6,ENFERMEDAD DIARREICA PERSISTENTE
A09X7,DIARREA DISENTERICA
A09X8,ENFERMEDAD DIARREICA DISENTERICA CON DESHIDRATACION CON SHOCK
A1331,INSTRUCCION GRUPAL DE TECNICA DE HIGIENE ORAL
A150,TBC PULMONAR  BK (+)
A151,TBC PULMONAR SOLO CULTIVO POSITIVO
A152,TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE
A153,TBC PULMONAR, CONFIRMADA POR MEDIOS NO ESPECIFICADOS
A154,TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOG
A155,TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMEN
A156,PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE
A157,TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE
A158,OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE
A159,TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE
A160,TBC PULMONAR BK (-) CULTIVO (-)
A161,TUBERCULOSIS DEL PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO
A162,TUBERCULOSIS DEL PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA
A163,TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, SIN MENCION DE CONFIRMACION BACTERIO
A164,TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA
A165,PLEURESIA TUBERCULOSA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA
A167,TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLO
A168,OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION
A169,TBC RESPIRATORIA NO ESPECIFICADA / TBC PULMONAR SIN BACILOSCOPIA
A170,MENINGITIS TUBERCULOSA (G01*)
A171,TUBERCULOMA MENINGEO (G07*)
A178,OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO
A1782,MENINGITIS TUBERCULOSA
A179,TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA (G99.8*)
A180,TUBERCULOSIS DE HUESOS Y ARTICULACIONES
A1801,TBC DE HUESOS Y ARTICULACIONES, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA
A1802,TBC DE HUESOS Y ARTICULACIONES, CONFIRMADO CON HISTOPATOLOGIA
A1803,TBC DE HUESOS Y ARTICULACIONES, CONFIRMADO CO BACTERIOLOGIA
A181,TUBERCULOSIS DEL APARATO GENITOURINARIO
A1811,TBC DEL APARATO GENITOURINARIO, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA
A1812,TBC DEL APARATO GENITOURINAIRO, CONFIRMADO CON HISTOPATOLOGIA
A1813,TBC DEL APARATO GENITOURINARIO, CONFIRMADO CON BACTERIOLOGIA
A182,LINFADENOPATIA PERIFERICA TUBERCULOSA
A1821,LINFADENOPATIA PERIFERICA TUBERCULOSA,SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA
A1822,LINFADENOPATIA PERIFERICA TUBERCULOSA, CONFIRMADO CON HISTOPATOLOGIA
A1823,LINFADENOPATIA PERIFERICA TUBERCULOSA, CONFIRMADO CON BACTERIOLOGIA
A183,TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS
A1831,TUBERCULOSIS DE LOS INTESTINOS,EL PERITONEO Y GANGLIOS MESENTERICOS,SIN COFIRM.BACTERIO.
A1832,TUBERCULOSIS DE LOS INTESTINOS,EL PERITONEO Y GANGLIOS MESENTERICOS CONFIRMADO CON HISTO
A1833,TUBERCULOSIS DE LOS INTESTINOS,EL PERITONEO Y GANGLIOS MESENTERICOS,CONFIRMADO CON BACTE
A184,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO
A1841,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO,SIN CONFIRMACION BACTERIOLOGICA E HISTOPA
A1842,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO, CONFIRMADO CON HISTOPATOLOGIA
A1843,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO, CONFIRMADO CON BACTERIOLOGIA
A185,TUBERCULOSIS DEL OJO
A1851,TUBERCULOSIS DEL OJO, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA
A1852,TUBERCULOSIS DEL OJO, CONFIRMADO CON HISTOPATOLOGIA
A1853,TUBERCULOSIS DEL OJO, CONFIRMACO CON BACTERIOLOG°A
A186,TUBERCULOSIS DEL OIDO
A1861,TUBERCULOSIS DEL OIDO, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA
A1862,TUBERCULOSIS DEL OIDO, CONFIRMADO CON HISTOPATOLOGIA
A1863,TUBERCULOSIS DEL OIDO, CONFIRMADO CON BACTERIOLOGIA
A187,TUBERCULOSIS DE GLANDULAS SUPRARRENALES (E35.1*)
A1871,TUBERCULOSIS DE GLANDULAS SUPRARRENALES,SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGIC
A1872,TUBERCULOSIS DE GLANDULAS SUPRARRENALES, CONFIRMADO CON BACTERIOLOGIA
A1873,TUBERCULOSIS DE GLANDULAS SUPRARRENALES, CONFIRMADO CON BACTERIOLOGIA
A188,TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS
A1881,TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATO
A1882,TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS,  CONFIRMADO CON HISTOPATOLOGIA
A1883,TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS, CONFIRMADO CON BACTERIOLOGIA
A1891,TB EXTRAPULMONAR SIN CONFIRMACION
A1892,TB EXTRAPULMONAR CON CONFIRMACION HISTOPATOLOGICA
A1893,TB EXTRAPULMONAR CON CONFIRMACION BACTERIOLOGICA
A190,TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO
A191,TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES
A192,TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA
A198,OTRAS TUBERCULOSIS MILIARES
A199,TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION
A200,PESTE BUBONICA
A201,PESTE CELULOCUTANEA
A202,PESTE MUMONICA
A203,MENINGITIS POR PESTE
A207,PESTE SEPTICEMICA
A208,OTRAS FORMAS DE PESTE
A209,PESTE NO ESPECIFICADA
A210,TULAREMIA ULCEROGLANDULAR
A211,TULAREMIA OCULOGLANDULAR
A212,TULAREMIA PULMONAR
A213,TULAREMIA GASTROINTESTINAL
A217,TULAREMIA GENERALIZADA
A218,OTRAS FORMAS DE TULAREMIA
A219,TULAREMIA, NO ESPECIFICADA
A220,CARBUNCO CUTANEO
A221,CARBUNCO PULMONAR
A222,CARBUNCO GASTROINTESTINAL
A227,CARBUNCO SEPTICEMICO
A228,OTRAS FORMAS DE CARBUNCO
A229,CARBUNCO, NO ESPECIFICADO
A230,BRUCELOSIS DEBIDA A BRUCELLA MELITENSIS
A231,BRUCELOSIS DEBIDA A BRUCELLA ABORTUS
A232,BRUCELOSIS DEBIDA A BRUCELLA SUIS
A233,BRUCELOSIS DEBIDA A BRUCELLA CANIS
A238,OTRAS BRUCELOSIS
A239,BRUCELOSIS NO ESPECIFICADA
A240,MUERMO
A241,MELIOIDOSIS AGUDA Y FULMINANTE
A242,MELIOIDOSIS SUBAGUDA Y CRONICA
A243,OTRAS MELIOIDOSIS
A244,MELIOIDOSIS, NO ESPECIFICADA
A250,ESPIRILOSIS
A251,ESTREPTOBACILOSIS
A259,FIEBRE POR MORDEDURA DE RATA, NO ESPECIFICADA
A260,ERISIPELOIDE CUTANEO
A267,SEPTICEMIA POR ERYSIPELOTHRIX
A268,OTRAS FORMAS DE ERISIPELOIDE
A269,ERISIPELOIDE, NO ESPECIFICADA
A270,LEPTOSPIROSIS ICTEROHEMORRAGICA
A278,OTRAS FORMAS DE LEPTOSPIROSIS
A279,LEPTOSPIROSIS NO ESPECIFICADA
A280,PASTEURELOSIS
A281,ENFERMEDAD POR RASGUNO DE GATO
A282,YERSINIOSIS EXTRAINTESTINAL
A288,OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE
A289,ENFERMEDAD ZOONOTICA BACTERIANA, SIN OTRA ESPECIFICACION
A300,LEPRA INDETERMINADA
A301,LEPRA TUBERCULOIDE
A302,LEPRA TUBERCULOIDE LIMITROFE
A303,LEPRA LIMITROFE
A304,LEPRA LEPROMATOSA LIMITROFE
A305,LEPRA LEPROMATOSA
A308,OTRAS FORMAS DE LEPRA
A309,LEPRA, NO ESPECIFICADA
A310,INFECCIONES POR MICOBACTERIAS PULMONARES
A311,INFECCION CUTANEA POR MICOBACTERIAS
A318,OTRAS INFECCIONES POR MICOBACTERIAS
A319,INFECCION POR MICOBACTERIA, NO ESPECIFICADA
A320,LISTERIOSIS CUTANEA
A321,MENINGITIS Y MENINGOENCEFALITIS LISTERIANA
A327,SEPTICEMIA LISTERIANA
A328,OTRAS FORMAS DE LISTERIOSIS
A329,LISTERIOSIS, NO ESPECIFICADA
A33X,TETANOS NEONATAL
A34X,TETANOS OBSTETRICO
A35X,OTROS TETANOS
A360,DIFTERIA FARINGEA
A361,DIFTERIA NASOFARINGEA
A362,DIFTERIA LARINGEA
A363,DIFTERIA CUTANEA
A368,OTRAS DIFTERIAS
A369,DIFTERIA, NO ESPECIFICADA
A370,TOS FERINA DEBIDA A BORDETELLA PERTUSSIS
A371,TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS
A378,TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA
A379,TOS FERINA, NO ESPECIFICADA
A38X,ESCARLATINA
A390,MENINGITIS MENINGOCOCICA (G01*)
A391,SINDROME DE WATERHOUSE-FRIDERICHSEN (E35.1*)
A392,MENINGOCOCEMIA AGUDA
A393,MENINGOCOCEMIA CRONICA
A394,MENINGOCOCEMIA, NO ESPECIFICADA
A395,ENFERMEDAD CARDIACA DEBIDA A MENINGOCOCO
A398,OTRAS FORMAS DE ENFERMEDAD MENINGOCÓCICA
A399,ENFERMEDAD MENINGOCÓCICA, NO ESPECIFICADA
A400,SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO A
A401,SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO B
A402,SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO D
A403,SEPTICEMIA DEBIDA A STREPTOCOCCUS PNEUMONIAE
A408,OTRAS SEPTICEMIAS ESTREPTOCOCICAS
A409,SEPTICEMIA ESTREPTOCOCICA, NO ESPECIFICADA
A410,SEPTICEMIA DEBIDA A STAPHYLOCOCCUS AUREUS
A411,SEPTICEMIA DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO
A412,SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO
A413,SEPTICEMIA DEBIDA A HAEMOPHILUS INFLUENZAE
A414,SEPTICEMIA DEBIDA A ANAEROBIOS
A415,SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS
A418,OTRAS SEPTICEMIAS ESPECIFICADAS
A419,SEPTICEMIA, NO ESPECIFICADA
A420,ACTINOMICOSIS PULMONAR
A421,ACTINOMICOSIS ABDOMINAL
A422,ACTINOMICOSIS CERVICOFACIAL
A427,SEPTICEMIA ACTINOMICOTICA
A428,OTRAS FORMAS DE ACTINOMICOSIS
A429,ACTINOMICOSIS, SIN OTRA ESPECIFICACION
A430,NOCARDIOSIS PULMONAR
A431,NOCARDIOSIS CUTANEA
A438,OTRAS FORMAS DE NOCARDIOSIS
A439,NOCARDIOSIS, NO ESPECIFICADA
A440,BARTONELOSIS SISTEMICA (FIEBRE DE LA OROYA)
A441,BARTONELOSIS CRONICA
A448,OTRAS FORMAS DE BARTONELOSIS
A4481,BARTONELOSIS AGUDA
A4482,BARTONELOSIS AGUDA COMPLICADA
A4483,BARTONELOSIS RESISTENTE
A449,BARTONELOSIS NO ESPECIFICADA
A46X,ERISIPELA
A480,GANGRENA GASEOSA
A481,ENFERMEDAD DE LOS LEGIONARIOS
A482,ENFERMEDAD DE LOS LEGIONARIOS NO NEUMONICA [FIEBRE DE PONTIAC]
A483,SINDROME DEL CHOQUE TOXICO
A484,FIEBRE PURPURICA BRASILENA
A488,OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS
A490,INFECCION ESTAFILOCOCICA, SIN OTRA ESPECIFICACION
A491,INFECCION ESTREPTOCOCICA, SIN OTRA ESPECIFICACION
A492,INFECCION POR HAEMOPHILUS INFLUENZAE, SIN OTRA ESPECIFICACION
A493,INFECCION POR MICOPLASMA, SIN OTRA ESPECIFICACION
A498,OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO
A499,INFECCION BACTERIANA, NO ESPECIFICADA
A500,SIFILIS CONGENITA PRECOZ, SINTOMATICA
A501,SIFILIS CONGENITA PRECOZ, LATENTE
A502,SIFILIS CONGENITA PRECOZ, SIN OTRA ESPECIFICACION
A503,OCULOPATIA SIFILITICA CONGENITA TARDIA
A504,NEUROSIFILIS CONGENITA TARDIA [NEUROSIFILIS JUVENIL]
A505,OTRAS FORMAS DE SIFILIS CONGENITA TARDIA, SINTOMATICA
A506,SIFILIS CONGENITA TARDIA, LATENTE
A507,SIFILIS CONGENITA TARDIA, SIN OTRA ESPECIFICACION
A509,SIFILIS CONGENITA
A510,SIFILIS PRIMARIA
A511,SIFILIS PRIMARIA ANAL
A512,SIFILIS PRIMARIA EN OTROS SITIOS
A513,SIFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS
A514,OTRAS SIFILIS SECUNDARIAS
A515,SIFILIS LATENTE
A519,SIFILIS PRECOZ, SIN OTRA ESPECIFICACION
A520,SIFILIS CARDIOVASCULAR
A521,NEUROSIFILIS SINTOMATICA
A522,NEUROSIFILIS ASINTOMATICA
A523,NEUROSIFILIS NO ESPECIFICADA
A527,OTRAS SIFILIS TARDIAS SINTOMATICAS
A528,SIFILIS TARDIA, LATENTE
A529,SIFILIS TARDIA, NO ESPECIFICADA
A530,SIFILIS LATENTE, NO ESPECIFICADA COMO PRECOZ O TARDIA
A539,SIFILIS NO ESPECIFICADA
A540,INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL O DE GLA
A541,INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR CON ABSCESO PERIURETRAL Y DE GLA
A542,PELVIPERITONITIS GONOCOCICA Y OTRAS INFECCIONES GONOCOCICAS GENITOURINARIAS
A543,INFECCION GONOCOCICA DEL OJO
A544,INFECCION GONOCOCICA DEL SISTEMA OSTEOMUSCULAR
A545,FARINGITIS GONOCOCICA
A546,INFECCION GONOCOCICA DEL ANO Y DEL RECTO
A548,OTRAS INFECCIONES GONOCOCICAS
A549,GONORREA
A55X,LINFOGRANULOMA VENEREO
A560,INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS
A561,INFECCION DEL PELVIPERITONEO Y OTROS ORGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS
A562,CLAMIDIASIS
A563,INFECCION DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS
A564,INFECCION DE FARINGE DEBIDA A CLAMIDIAS
A568,INFECCION DE TRANSMISION SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS
A57X,CHANCRO BLANDO
A58X,GRANULOMA INGUINAL
A590,TRICOMONIASIS UROGENITAL
A598,TRICOMONIASIS DE OTROS SITIOS
A599,TRICHOMONIASIS
A5999,ANALISIS DE LA OCLUSION CON PANTOGRAFO
A600,HERPES GENITAL
A601,INFECCION DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE
A609,INFECCION ANOGENITAL POR VIRUS DEL HERPES SIMPLE, SIN OTRA ESPECIFICACION
A630,VERRUGAS (VENEREAS) ANOGENITALES
A638,OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, ESPECIFICADAS
A64X,ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA
A64X1,SINDROME DE BUBON INGUINAL
A64X2,SINDROME DE CERVICITIS
A64X3,SINDROME DE VAGINITIS
A64X4,SINDROME DE ULCERA GENITAL
A64X5,SINDROME DE DOLOR ABDOMINAL BAJO
A64X6,SINDROME DE SECRECION URETRAL
A64X7,PROCTITIS
A64X9,SINDROME DE FLUJO VAGINAL
A65X,SIFILIS NO VENEREA
A660,LESIONES INICIALES DE FRAMBESIA
A661,LESIONES PAPILOMATOSAS MULTIPLES Y FRAMBESIA CON PASO DE CANGREJO
A662,OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA
A663,HIPERQUERATOSIS DE FRAMBESIA
A664,GOMA Y ULCERAS DE FRAMBESIA
A665,GANGOSA
A666,LESIONES FRAMBESICAS DE LOS HUESOS Y DE LAS ARTICULACIONES
A667,OTRAS MANIFESTACIONES DE FRAMBESIA
A668,FRAMBESIA LATENTE
A669,FRAMBESIA, NO ESPECIFICADA
A670,LESIONES PRIMARIAS DE LA PINTA
A671,LESIONES INTERMEDIAS DE LA PINTA
A672,LESIONES TARDIAS DE LA PINTA
A673,LESIONES MIXTAS DE LA PINTA
A679,PINTA, NO ESPECIFICADA
A680,FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS
A681,FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS
A689,FIEBRE RECURRENTE, NO ESPECIFICADA
A690,ESTOMATITIS ULCERATIVA NECROTIZANTE
A691,OTRAS INFECCIONES DE VINCENT (GINGIVITIS DE VINCENT. GINGIVITIS Y GINGIVOESTOMATITIS ULC
A6910,GINGIVITIS ULCERATIVA NECROTIZANTE AGUDA [GINGIVITIS FUSOESPIROQUETICA][GINGIVITIS DE VI
A6911,ANGINA DE VINCENT
A692,ENFERMEDAD DE LYME
A698,OTRAS INFECCIONES ESPECIFICADAS POR ESPIROQUETAS
A699,INFECCION POR ESPIROQUETA, NO ESPECIFICADA
A70X,INFECCION DEBIDA A CHLAMYDIA PSITTACI
A710,ESTADO INICIAL DE TRACOMA
A711,ESTADO ACTIVO DE TRACOMA
A719,TRACOMA, NO ESPECIFICADO
A740,CONJUNTIVITIS POR CLAMIDIAS (H13.1*)
A748,OTRAS ENFERMEDADES POR CLAMIDIAS
A749,INFECCION POR CLAMIDIAS, NO ESPECIFICADA
A750,TIFUS EPIDEMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS
A751,TIFUS RECRUDESCENTE [ENFERMEDAD DE BRILL]
A752,TIFUS DEBIDO A RICKETTSIA TYPHI
A753,TIFUS DEBIDO A RICKETTSIA TSUTSUGAMUSHI
A759,TIFUS, NO ESPECIFICADO
A770,FIEBRE MACULOSA DEBIDA A RICKETTSIA RICKETTSII
A771,FIEBRE MACULOSA DEBIDA A RICKETTSIA CONORII
A772,FIEBRE MACULOSA DEBIDA A RICKETTSIA SIBERICA
A773,FIEBRE MACULOSA DEBIDA A RICKETTSIA AUSTRALIS
A778,OTRAS FIEBRES MACULOSAS
A779,FIEBRE MACULOSA, NO ESPECIFICADA
A78X,FIEBRE Q
A790,FIEBRE DE LAS TRINCHERAS
A7903,TRATAMIENTO DE PERICORONITIS
A791,RICKETTSIOSIS PUSTULOSA DEBIDA A RICKETTSIA AKARI
A798,OTRAS RICKETTSIOSIS ESPECIFICADAS
A799,RICKETTSIOSIS, NO ESPECIFICADA
A800,POLIOMIELITIS AGUDA PARALITICA, ASOCIADA A VACUNA
A801,POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE IMPORTADO
A802,POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE AUTOCTONO
A803,OTRAS POLIOMIELITIS AGUDAS PARALITICAS, Y LAS NO ESPECIFICADAS
A804,POLIOMIELITIS AGUDA NO PARALITICA
A809,POLIOMIELITIS AGUDA, SIN OTRA ESPECIFICACION
A810,ENFERMEDAD DE CREUTZFELDT - JAKOB
A811,PANENCEFALITIS ESCLEROSANTE SUBAGUDA
A812,LEUCOENCEFALOPATIA MULTIFOCAL PROGRESIVA
A818,OTRAS INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS LENTO
A819,INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS LENTO, SIN OTRA ESPECIFICACION
A820,RABIA SELVATICA (RABIA HUMANA SILVESTRE)
A821,RABIA HUMANA URBANA
A829,RABIA, SIN OTRA ESPECIFICACION
A830,ENCEFALITIS JAPONESA
A831,ENCEFALITIS EQUINA DEL OESTE
A832,ENCEFALITIS EQUINA DEL ESTE
A833,ENCEFALITIS DE SAN LUIS
A834,ENCEFALITIS AUSTRALIANA
A835,ENCEFALITIS DE CALIFORNIA
A836,ENFERMEDAD POR VIRUS ROCIO
A838,OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS
A839,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS, SIN OTRA ESPECIFICACION
A840,ENCEFALITIS DEL LEJANO ORIENTE TRANSMITIDA POR GARRAPATAS [ENCEFALITIS PRIMAVEROESTIVAL
A841,ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS
A848,OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR GARRAPATAS
A849,ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACION
A850,ENCEFALITIS ENTEROVIRAL (G05.1*)
A851,ENCEFALITIS POR ADENOVIRUS (G05.1*)
A852,ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS, SIN OTRA ESPECIFICACION
A858,OTRAS ENCEFALITIS VIRALES ESPECIFICADAS
A86X,MENINGOENCEFALITIS VIRAL
A870,MENINGITIS ENTEROVIRAL (G02.0*)
A871,MENINGITIS DEBIDA A ADENOVIRUS (G02.0*)
A872,CORIOMENINGITIS LINFOCITICA
A878,OTRAS MENINGITIS VIRALES
A879,MENINGITIS VIRAL, SIN OTRA ESPECIFICACION
A880,FIEBRE EXANTEMATICA ENTEROVIRAL [EXANTEMA DE BOSTON]
A881,VERTIGO EPIDEMICO
A888,OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL
A89X,INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA
A90X,DENGUE
A91X,DENGUE  HEMORRAGICO
A920,ENFERMEDAD POR VIRUS CHIKUNGUNYA
A921,FIEBRE DE ONYONG-NYONG
A922,FIEBRE EQUINA VENEZOLANA
A923,FIEBRE DEL OESTE DEL NILO
A924,FIEBRE DEL VALLE DEL RIFT
A928,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS
A929,FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION
A930,ENFERMEDAD POR VIRUS DE OROPOUCHE
A931,FIEBRE TRANSMITIDA POR FLEBOTOMOS
A932,FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS
A938,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTROPODOS
A94X,FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA
A950,FIEBRE AMARILLA SELVATICA
A9501,FIEBRE AMARILLA SELV?TICA FASE MODERADA
A9502,FIEBRE AMARILLA SELV?TICA FASE TOXICA
A951,FIEBRE AMARILLA URBANA
A959,FIEBRE AMARILLA NO ESPECIFICADA
A960,FIEBRE HEMORRAGICA DE JUNIN
A961,FIEBRE HEMORRAGICA DE MACHUPO
A962,FIEBRE DE LASSA
A968,OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS
A969,FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION
A970,DENGUE SIN SENIALES DE ALARMA
A971,DENGUE CON SENIALES DE ALARMA
A972,DENGUE GRAVE
A980,FIEBRE HEMORRAGICA DE CRIMEA-CONGO
A981,FIEBRE HEMORRAGICA DE OMSK
A982,ENFERMEDAD DE LA SELVA DE KYASANUR
A983,ENFERMEDAD POR EL VIRUS DE MARBURG
A984,ENFERMEDAD POR EL VIRUS DE EBOLA
A985,FIEBRES HEMORRAGICAS CON SINDROME RENAL
A988,OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS
A9926,LABORATORIO PROCEDIMIENTOS MEDICOS COADYUVANTE
A99X,FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA
B000,ECZEMA HERPETICO
B000X,ERUPCION VARICELOFORME DE KAPOSI, MANIFESTACIONES BUCALES
B001,DERMATITIS VESICULAR HERPETICA
B0010,HERPES SIMPLE FACIAL
B0011,HERPES SIMPLE LABIAL
B002,GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA
B002X,GINGIVOESTOMATITIS HERPETICA
B003,MENINGITIS HERPETICA (G02.0*)
B004,ENCEFALITIS HERPETICA (G05.1*)
B005,OCULOPATIA HERPETICA
B007,ENFERMEDAD HERPETICA DISEMINADA
